"date","sp_det","sp_pred_15","sp_pred_30","sp_pred_45","sp_pred_60","sp_pred_75","sp_pred_90","sp_pred_105","sp_pred_120"
"2017-11-13 00:00",63.6678571429,55,55,55,55,55,55,55,55
"2017-11-13 00:01",64.946,55,55,55,55,55,55,55,55
"2017-11-13 00:02",65.7193333333,55,55,55,55,55,55,55,55
"2017-11-13 00:03",66.4253333333,55,55,55,55,55,55,55,55
"2017-11-13 00:04",67.1313333333,55,55,55,55,55,55,55,55
"2017-11-13 00:05",67.85,55,55,55,55,55,55,55,55
"2017-11-13 00:06",68.4233333333,55,55,55,55,55,55,55,55
"2017-11-13 00:07",69.0133333333,55,55,55,55,55,55,55,55
"2017-11-13 00:08",69.6033333333,55,55,55,55,55,55,55,55
"2017-11-13 00:09",69.366,55,55,55,55,55,55,55,55
"2017-11-13 00:10",68.9953333333,55,55,55,55,55,55,55,55
"2017-11-13 00:11",68.6246666667,55,55,55,55,55,55,55,55
"2017-11-13 00:12",67.8253333333,55,55,55,55,55,55,55,55
"2017-11-13 00:13",67.058,55,55,55,55,55,55,55,55
"2017-11-13 00:14",66.3,55,55,55,55,55,55,55,55
"2017-11-13 00:15",65.542,55,55,55,55,55,55,55,55
"2017-11-13 00:16",64.784,55,55,55,55,55,55,55,55
"2017-11-13 00:17",64.1266666667,55,55,55,55,55,55,55,55
"2017-11-13 00:18",63.5333333333,55,55,55,55,55,55,55,55
"2017-11-13 00:19",62.51,55,55,55,55,55,55,55,55
"2017-11-13 00:20",61.474,55,55,55,55,55,55,55,55
"2017-11-13 00:21",60.4333333333,55,55,55,55,55,55,55,55
"2017-11-13 00:22",59.376,55,55,55,55,55,55,55,55
"2017-11-13 00:23",58.3186666667,55,55,55,55,55,55,55,55
"2017-11-13 00:24",58.0886666667,55,55,55,55,55,55,55,55
"2017-11-13 00:25",57.8586666667,55,55,55,55,55,55,55,55
"2017-11-13 00:26",57.6286666667,55,55,55,55,55,55,55,55
"2017-11-13 00:27",57.3986666667,55,55,55,55,55,55,55,55
"2017-11-13 00:28",57.1366666667,55,55,55,55,55,55,55,55
"2017-11-13 00:29",56.8173333333,55,55,55,55,55,55,55,55
"2017-11-13 00:30",56.498,55,55,55,55,55,55,55,55
"2017-11-13 00:31",56.1786666667,55,55,55,55,55,55,55,55
"2017-11-13 00:32",55.744,55,55,55,55,55,55,55,55
"2017-11-13 00:33",55.566,55,55,55,55,55,55,55,55
"2017-11-13 00:34",55.8813333333,55,55,55,55,55,55,55,55
"2017-11-13 00:35",56.1806666667,55,55,55,55,55,55,55,55
"2017-11-13 00:36",56.4846666667,55,55,55,55,55,55,55,55
"2017-11-13 00:37",56.7886666667,55,55,55,55,55,55,55,55
"2017-11-13 00:38",57.2893333333,55,55,55,55,55,55,55,55
"2017-11-13 00:39",57.7286666667,55,55,55,55,55,55,55,55
"2017-11-13 00:40",58.168,55,55,55,55,55,55,55,55
"2017-11-13 00:41",58.6073333333,55,55,55,55,55,55,55,55
"2017-11-13 00:42",59.0466666667,55,55,55,55,55,55,55,55
"2017-11-13 00:43",59.486,55,55,55,55,55,55,55,55
"2017-11-13 00:44",59.688,55,55,55,55,55,55,55,55
"2017-11-13 00:45",59.89,55,55,55,55,55,55,55,55
"2017-11-13 00:46",60.092,55,55,55,55,55,55,55,55
"2017-11-13 00:47",60.274,55,55,55,55,55,55,55,55
"2017-11-13 00:48",60.1993333333,55,55,55,55,55,55,55,55
"2017-11-13 00:49",60.0613333333,55,55,55,55,55,55,55,55
"2017-11-13 00:50",59.9393333333,55,55,55,55,55,55,55,55
"2017-11-13 00:51",59.7653333333,55,55,55,55,55,55,55,55
"2017-11-13 00:52",59.5913333333,55,55,55,55,55,55,55,55
"2017-11-13 00:53",59.2206666667,55,55,55,55,55,55,55,55
