"abs_error_sp_15min","abs_error_sp_30min","abs_error_sp_45min","abs_error_sp_60min","abs_error_sp_75min","abs_error_sp_90min","abs_error_sp_105min","abs_error_sp_120min","rel_error_sp_15min","rel_error_sp_30min","rel_error_sp_45min","rel_error_sp_60min","rel_error_sp_75min","rel_error_sp_90min","rel_error_sp_105min","rel_error_sp_120min"
8.7,8.98,7.21,6.97,7.26,7.81,8.81,6.84,33.4358186010761,34.5119139123751,27.7094542659493,26.7870868562644,27.901614142967,30.0153727901614,33.858570330515,26.2874711760184
8.39,8.73,8.73,8.78,8.84,6.96,7.34,8.78,32.1455938697318,33.4482758620689,33.4482758620689,33.639846743295,33.8697318007663,26.6666666666667,28.1226053639847,33.639846743295
8.61,7.51,8.5,7.68,8.56,7.85,8.22,8.72,32.9128440366973,28.7079510703364,32.4923547400611,29.3577981651376,32.7217125382263,30.0076452599388,31.4220183486239,33.3333333333333
6.93,8.27,6.3,7.95,6.88,6.62,6.8,7.5,26.4302059496567,31.5408085430969,24.0274599542334,30.3203661327231,26.2395118230359,25.2479023646072,25.9344012204424,28.604118993135
8.72,8.72,7.4,8.43,7.56,8.32,8.55,8.06,33.1811263318113,33.1811263318113,28.1582952815829,32.0776255707763,28.7671232876712,31.6590563165906,32.5342465753425,30.6697108066971
8.16,7.77,8.1,8.43,7.78,7.68,8.1,7.54,31.0502283105023,29.5662100456621,30.8219178082192,32.0776255707763,29.6042617960426,29.2237442922374,30.8219178082192,28.6910197869102
8.72,6.69,7.87,8.21,7.1,8.27,7.18,7.35,33.1811263318113,25.4566210045662,29.9467275494673,31.2404870624049,27.0167427701674,31.468797564688,27.3211567732116,27.9680365296804
7.52,8.16,8.72,7.77,7.88,8.1,7.99,7.66,28.6149162861491,31.0502283105023,33.1811263318113,29.5662100456621,29.9847792998478,30.8219178082192,30.4033485540335,29.1476407914764
5.94,8.16,8.72,8.28,8.37,7.78,7.87,8.02,22.6027397260274,31.0502283105023,33.1811263318113,31.5068493150685,31.8493150684931,29.6042617960426,29.9467275494673,30.517503805175
8.04,8.49,7.08,7.21,7.07,8,6.96,7.15,30.5936073059361,32.3059360730594,26.9406392694064,27.4353120243531,26.9025875190259,30.441400304414,26.4840182648402,27.20700152207
6.33,8.6,8.43,7.73,8.66,7.82,7.29,7.76,24.0867579908676,32.7245053272451,32.0776255707763,29.41400304414,32.9528158295281,29.7564687975647,27.7397260273973,29.5281582952816
6.5346666667,8.4446666667,7.3946666667,7.1046666667,8.3746666667,7.5446666667,8.1146666667,6.7946666667,24.8699667623942,32.1391419076601,28.1429985031946,27.0393017533898,31.8727323473624,28.7138761324039,30.8832111233995,25.8594879863571
8.156,8.496,7.996,8.256,7.756,7.996,8.666,6.196,30.9713678134731,32.2624743677375,30.3637882585251,31.3511050353156,29.4524189261032,30.3637882585251,32.9080276448698,23.5285182653604
8.5166666667,8.4566666667,8.5766666667,8.0066666667,7.3066666667,7.7566666667,8.4066666667,7.9466666667,32.2316134731074,32.0045414408124,32.4586855054024,30.3015011986001,27.652327488492,29.3553677307044,31.8153147472333,30.0744291663051
7.7473333333,6.3973333333,7.3673333333,8.3173333333,7.6973333333,7.9773333333,7.6473333333,7.4973333333,29.2212527343795,24.1293469786465,27.7879755586917,31.3711684979112,29.0326636323153,30.0887626038748,28.8440745302511,28.2783072240586
7.838,8.228,8.058,8.108,8.168,8.118,8.168,8.398,29.4639500789414,30.9300052627622,30.2909555672506,30.4789113600481,30.7044583114052,30.5165025186076,30.7044583114052,31.5690549582738
7.6886666667,8.3086666667,7.7486666667,8.2486666667,8.2486666667,7.0186666667,8.3086666667,8.3086666667,28.8058545846702,31.1287059471628,29.0306466520082,30.9039138798248,30.9039138798248,26.2956764993959,31.1287059471628,31.1287059471628
7.9393333333,7.0793333333,7.3393333333,8.0493333333,6.8093333333,7.9393333333,7.8793333333,7.0793333333,29.6457643572109,26.4344925442154,27.4053421620978,30.0565084263149,25.4263025564146,29.6457643572109,29.4217221376995,26.4344925442154
7.35,7.97,8.14,7.97,8.14,7.26,7.85,7.8,27.3641102010424,29.6723752792256,30.3052866716307,29.6723752792256,30.3052866716307,27.0290394638868,29.2256142963515,29.0394638868205
7.8906666667,8.0606666667,7.0606666667,7.8306666667,7.5506666667,7.8906666667,7.3906666667,7.8306666667,29.2905045907215,29.9215521296369,26.2095077830758,29.0677819299278,28.0284095128907,29.2905045907215,27.434482417441,29.0677819299278
7.3653333333,7.1553333333,7.2053333333,6.8553333333,6.5453333333,6.8553333333,8.0253333333,6.5453333333,27.4778023725626,26.694356703899,26.8808913869141,25.575148605808,24.418633571114,25.575148605808,29.9400601883628,24.418633571114
8.2726666667,8.2226666667,7.4926666667,7.0026666667,7.7226666667,8.3926666667,7.3526666667,7.4026666667,31.0916789859075,30.9037608680951,28.1601563480346,26.3185587934734,29.0245796899715,31.5426824686572,27.6339856181599,27.8219037359723
7.16,8.42,6.86,8.14,7.92,8.47,7.96,7.43,27.1109428246876,31.8818629307081,25.9750094661113,30.8216584627035,29.9886406664142,32.0711851571375,30.1400984475577,28.1332828474063
8.4473333333,7.8773333333,8.2773333333,8.6173333333,8.3773333333,7.6873333333,8.2573333333,8.6173333333,32.2261502071108,30.0516289832778,31.5776087894764,32.8746916247452,31.959103741026,29.3267885753334,31.5013097991664,32.8746916247452
8.9246666667,8.1346666667,8.6446666667,8.9246666667,8.8646666667,8.7546666667,7.0246666667,8.9846666667,34.3054096303902,31.2687389489932,33.2291212876166,34.3054096303902,34.0747764140815,33.6519488508491,27.0020244472837,34.5360428466988
7.982,8.512,8.452,9.062,8.672,9.182,8.952,9.122,30.9164149043303,32.9692462622976,32.7368502595089,35.0995429545278,33.588968936401,35.5643349601053,34.6734836160818,35.3319389573166
9.3746666667,9.2546666667,8.8646666667,9.0846666667,8.9046666667,9.3746666667,8.9246666667,8.4746666667,36.5835891567415,36.115302565347,34.5933711433147,35.4518965608713,34.7494666737795,36.5835891567415,34.8275144390119,33.0714397212824
8.4206666667,8.3206666667,8.9506666667,8.6806666667,8.9006666667,9.5706666667,8.4906666667,7.6306666667,33.1923056710637,32.7981289747895,35.2814421613172,34.2171650813767,35.0843538131801,37.7253376782174,33.4682293584557,30.0783097704973
8.546,9.236,9.056,9.736,9.556,9.736,7.076,9.736,34.0559496293935,36.8056109030047,36.0883079620626,38.7981190722882,38.0808161313461,38.7981190722882,28.1979756117,38.7981190722882
10.0113333333,10.0613333333,9.0413333333,10.0113333333,9.9613333333,10.0113333333,10.0613333333,10.1213333333,40.3379176961691,40.5393789618828,36.4295691413232,40.3379176961691,40.1364564304554,40.3379176961691,40.5393789618828,40.7811324807392
10.1,9.27,10.22,9.4,10.27,9.77,9.72,10.1,41.0402275497765,37.6676147907355,41.5278342137343,38.1958553433564,41.73100365705,39.6993092238927,39.496139780577,41.0402275497765
9.7186666667,9.9986666667,9.8386666667,10.5986666667,10.5986666667,9.8386666667,9.3686666667,10.0386666667,39.8284246764382,40.9759029563152,40.3202010820998,43.434784984623,43.434784984623,40.3202010820998,38.394076826592,41.1398284248691
9.9673333333,9.3873333333,10.4273333333,10.0873333333,10.8073333333,10.4273333333,10.2773333333,9.7673333333,41.1998126151985,38.8023919092028,43.1012152440917,41.6958306923011,44.6719391549165,43.1012152440917,42.4811926477135,40.3731158200276
8.666,10.126,10.836,10.106,11.006,10.016,9.636,10.836,36.1173626740018,42.2022172209719,45.1612903225806,42.1188630490956,45.8698007835292,41.7437692756522,40.1600400100025,45.1612903225806
11.0406666667,11.2706666667,11.2706666667,10.5106666667,11.2706666667,10.1106666667,10.0006666667,11.2106666667,46.5275046358186,47.4967691185979,47.4967691185979,44.2939821320227,47.4967691185979,42.6083047706673,42.1447434962945,47.2439175143946
10.5313333333,11.1513333333,10.8113333333,10.6413333333,11.1513333333,10.6513333333,11.3213333333,11.3213333333,44.4760403173821,47.094430992529,45.6585393319646,44.9405935016823,47.094430992529,44.982825609346,47.8123768228112,47.8123768228112
10.9693333333,10.2693333333,9.8693333333,10.3193333333,11.3093333333,11.3093333333,10.8393333333,10.3193333333,46.3023412875024,43.3475911749446,41.6591625391974,43.558644754413,47.7375056278876,47.7375056278876,45.7536019808845,43.558644754413
11.206,11.036,11.206,10.486,11.146,11.206,11.036,10.856,47.0959065310582,46.381440699336,47.0959065310582,44.069933596705,46.8437421198621,47.0959065310582,46.381440699336,45.6249474657477
10.4326666667,9.6026666667,10.8126666667,9.9626666667,9.7826666667,10.9826666667,9.8426666667,11.1026666667,43.6561959495392,40.1830050774705,45.2463315295225,41.6894493111389,40.9362271943047,45.9577079731992,41.1873012332494,46.4598560510886
10.872,10.202,10.812,10.642,10.872,10.302,10.872,10.752,45.0596816976127,42.282824933687,44.8110079575597,44.1064323607427,45.0596816976127,42.6972811671088,45.0596816976127,44.5623342175066
10.6413333333,9.9613333333,10.4713333333,9.9713333333,10.5813333333,10.6413333333,10.1313333333,9.2213333333,43.686025507494,40.8944112976341,42.988121955029,40.9354644477791,43.439706606624,43.686025507494,41.5923148500991,37.8564781869042
9.7306666667,10.0106666667,9.2806666667,8.8406666667,9.8406666667,10.3506666667,9.0906666667,10.2406666667,39.5727144563219,40.711419585919,37.7426526408981,35.9532588658171,40.0200629000922,42.0941329575725,36.9699598743859,41.6467845138022
10.2513333333,10.2513333333,8.4613333333,10.0213333333,9.8013333333,10.1313333333,10.0813333333,10.1313333333,41.4217600946294,41.4217600946294,34.1890472212184,40.4924170997219,39.6034803219842,40.9368854885907,40.7348544027412,40.9368854885907
9.4833333333,9.3133333333,9.2533333333,9.4833333333,10.0433333333,9.2533333333,9.2533333333,10.1033333333,38.0907752039924,37.4079528716864,37.166956754402,38.0907752039924,40.3400722986473,37.166956754402,37.166956754402,40.5810684159317
