"abs_error_vol_15min","abs_error_vol_30min","abs_error_vol_45min","abs_error_vol_60min","abs_error_vol_75min","abs_error_vol_90min","abs_error_vol_105min","abs_error_vol_120min","rel_error_vol_15min","rel_error_vol_30min","rel_error_vol_45min","rel_error_vol_60min","rel_error_vol_75min","rel_error_vol_90min","rel_error_vol_105min","rel_error_vol_120min"
3.28571428571,8.28571428571,7.28571428571,3.28571428571,4.28571428571,3.28571428571,6.28571428571,4.28571428571,191.666666665937,483.333333331875,424.999999998687,191.666666665937,249.999999999125,191.666666665937,366.6666666655,249.999999999125
4.4,8.4,-1.6,3.4,6.4,5.4,7.4,10.4,275,525,-100,212.5,400,337.5,462.5,650
3.4,4.4,7.4,3.4,7.4,2.4,7.4,4.4,212.5,275,462.5,212.5,462.5,150,462.5,275
4.4,5.4,7.4,1.4,9.4,2.4,7.4,4.4,275,337.5,462.5,87.5,587.5,150,462.5,275
5.26666666667,5.26666666667,2.26666666667,9.26666666667,3.26666666667,4.26666666667,2.26666666667,9.26666666667,303.84615384693,303.84615384693,130.769230769675,534.615384616605,188.461538462093,246.153846154512,130.769230769675,534.615384616605
2.26666666667,5.26666666667,5.26666666667,7.26666666667,7.26666666667,10.26666666667,4.26666666667,4.26666666667,130.769230769675,303.84615384693,303.84615384693,419.230769231768,419.230769231768,592.307692309024,246.153846154512,246.153846154512
2.26666666667,6.26666666667,2.26666666667,6.26666666667,4.26666666667,8.26666666667,1.26666666667,2.26666666667,130.769230769675,361.538461539349,130.769230769675,361.538461539349,246.153846154512,476.923076924186,73.0769230772559,130.769230769675
1.4,2.4,3.4,4.4,4.4,4.4,2.4,7.4,87.5,150,212.5,275,275,275,150,462.5
2.53333333333,2.53333333333,3.53333333333,5.53333333333,4.53333333333,3.53333333333,2.53333333333,3.53333333333,172.727272726653,172.727272726653,240.909090908316,377.272727271643,309.090909089979,240.909090908316,172.727272726653,240.909090908316
10.53333333333,3.53333333333,6.53333333333,4.53333333333,6.53333333333,5.53333333333,6.53333333333,4.53333333333,718.181818179959,240.909090908316,445.454545453306,309.090909089979,445.454545453306,377.272727271643,445.454545453306,309.090909089979
